"","seqnames","start","end","width","strand","peakNames"
"12979","2",13713530,13714049,520,"*",c("SRR5874657__14497", "SRR5874658__16301")
"12980","2",13717134,13717308,175,"*",c("SRR5874657__14498", "SRR5874658__16303")
"12981","2",13718077,13718224,148,"*",c("SRR5874658__16304", "SRR5874657__14499")
"12982","2",13724252,13724389,138,"*",c("SRR5874657__14500", "SRR5874658__16305")
"12983","2",13726333,13726904,572,"*",c("SRR5874657__14501", "SRR5874658__16306")
"12984","2",13738139,13738395,257,"*",c("SRR5874658__16307", "SRR5874657__14502")
"12985","2",13739090,13739379,290,"*",c("SRR5874658__16308", "SRR5874657__14503")
"12986","2",13747745,13748139,395,"*",c("SRR5874657__14504", "SRR5874658__16311")
"12987","2",13751961,13752687,727,"*",c("SRR5874658__16312", "SRR5874657__14505")
"12988","2",13753388,13753535,148,"*",c("SRR5874658__16313", "SRR5874657__14506")
"12989","2",13756824,13757043,220,"*",c("SRR5874657__14507", "SRR5874658__16314")
"12990","2",13757443,13757651,209,"*",c("SRR5874657__14508", "SRR5874658__16315")
"12991","2",13765444,13766094,651,"*",c("SRR5874657__14509", "SRR5874658__16316", "SRR5874657__14510")
"12992","2",13768946,13769181,236,"*",c("SRR5874657__14512", "SRR5874658__16317")
"12993","2",13770033,13770612,580,"*",c("SRR5874658__16318", "SRR5874657__14513", "SRR5874658__16319")
"12994","2",13771083,13771373,291,"*",c("SRR5874658__16320", "SRR5874657__14514")
"12995","2",13774245,13774600,356,"*",c("SRR5874658__16321", "SRR5874657__14515")
"12996","2",13777635,13778512,878,"*",c("SRR5874657__14516", "SRR5874658__16323", "SRR5874657__14517", "SRR5874658__16324")
"12997","2",13781601,13781810,210,"*",c("SRR5874658__16325", "SRR5874657__14518")
"12998","2",13785152,13785294,143,"*",c("SRR5874658__16326", "SRR5874657__14519")
"12999","2",13786625,13787115,491,"*",c("SRR5874658__16327", "SRR5874657__14520")
"13000","2",13789989,13790430,442,"*",c("SRR5874657__14521", "SRR5874658__16328")
"13001","2",13798702,13799212,511,"*",c("SRR5874657__14523", "SRR5874658__16330")
"13002","2",13799706,13799993,288,"*",c("SRR5874658__16332", "SRR5874657__14524")
"13003","2",13800036,13800657,622,"*",c("SRR5874658__16333", "SRR5874657__14525")
"13004","2",13807486,13808340,855,"*",c("SRR5874657__14526", "SRR5874658__16334")
"13005","2",13808374,13808630,257,"*",c("SRR5874657__14527", "SRR5874658__16335")
"13006","2",13808839,13809027,189,"*",c("SRR5874657__14528", "SRR5874658__16336")
"13007","2",13812158,13812267,110,"*",c("SRR5874657__14529", "SRR5874658__16338")
"13008","2",13813556,13814547,992,"*",c("SRR5874657__14530", "SRR5874658__16341", "SRR5874657__14531")
"13009","2",13819273,13819376,104,"*",c("SRR5874658__16342", "SRR5874657__14532")
"13010","2",13820115,13820408,294,"*",c("SRR5874658__16343", "SRR5874657__14533")
"13011","2",13823020,13823254,235,"*",c("SRR5874658__16344", "SRR5874657__14534")
"13012","2",13824013,13824615,603,"*",c("SRR5874657__14535", "SRR5874658__16345")
"13013","2",13824668,13824842,175,"*",c("SRR5874658__16346", "SRR5874657__14536")
"13014","2",13826092,13826640,549,"*",c("SRR5874658__16347", "SRR5874657__14537")
"13015","2",13827514,13827959,446,"*",c("SRR5874658__16348", "SRR5874657__14538", "SRR5874657__14539")
"13016","2",13833317,13833632,316,"*",c("SRR5874657__14540", "SRR5874658__16350")
"13017","2",13833668,13833842,175,"*",c("SRR5874657__14541", "SRR5874658__16351")
"13018","2",13835438,13835847,410,"*",c("SRR5874657__14542", "SRR5874658__16352")
"13019","2",13844631,13844829,199,"*",c("SRR5874657__14543", "SRR5874658__16353")
"13020","2",13850856,13851102,247,"*",c("SRR5874658__16354", "SRR5874657__14544")
"13021","2",13856161,13856576,416,"*",c("SRR5874657__14546", "SRR5874658__16355")
"13022","2",13856708,13857231,524,"*",c("SRR5874657__14547", "SRR5874658__16356")
"13023","2",13864555,13865304,750,"*",c("SRR5874657__14548", "SRR5874658__16358")
"13024","2",13865336,13865701,366,"*",c("SRR5874657__14549", "SRR5874658__16359")
"13025","2",13866605,13866878,274,"*",c("SRR5874658__16360", "SRR5874657__14550")
"13026","2",13873310,13873481,172,"*",c("SRR5874657__14551", "SRR5874658__16361")
"13027","2",13875586,13876640,1055,"*",c("SRR5874657__14552", "SRR5874658__16362")
"13028","2",13878513,13878994,482,"*",c("SRR5874658__16363", "SRR5874657__14553")
"13029","2",13879803,13880073,271,"*",c("SRR5874657__14554", "SRR5874658__16364")
"13030","2",13886548,13886697,150,"*",c("SRR5874658__16366", "SRR5874657__14555")
"13031","2",13891570,13891868,299,"*",c("SRR5874657__14556", "SRR5874658__16367")
"13032","2",13894603,13894954,352,"*",c("SRR5874657__14557", "SRR5874658__16368")
"13033","2",13895461,13896102,642,"*",c("SRR5874658__16370", "SRR5874657__14558")
"13034","2",13909259,13909521,263,"*",c("SRR5874658__16373", "SRR5874657__14559")
"13035","2",13911022,13911184,163,"*",c("SRR5874657__14560", "SRR5874658__16374")
"13036","2",13911428,13911907,480,"*",c("SRR5874658__16375", "SRR5874657__14561")
"13037","2",13912993,13913305,313,"*",c("SRR5874657__14562", "SRR5874658__16376")
"13038","2",13913368,13913576,209,"*",c("SRR5874658__16377", "SRR5874657__14563")
"13039","2",13916155,13916532,378,"*",c("SRR5874657__14564", "SRR5874658__16378")
"13040","2",13918793,13918979,187,"*",c("SRR5874657__14565", "SRR5874658__16379")
"13041","2",13929415,13929490,76,"*",c("SRR5874658__16382", "SRR5874657__14567")
"13042","2",13929710,13929942,233,"*",c("SRR5874658__16383", "SRR5874657__14568")
"13043","2",13934966,13935361,396,"*",c("SRR5874658__16385", "SRR5874657__14570")
"13044","2",13938768,13938945,178,"*",c("SRR5874657__14571", "SRR5874658__16386")
"13045","2",13953427,13953927,501,"*",c("SRR5874657__14572", "SRR5874658__16388")
"13046","2",13958174,13958347,174,"*",c("SRR5874658__16389", "SRR5874657__14573")
"13047","2",13965382,13965690,309,"*",c("SRR5874658__16390", "SRR5874657__14575")
"13048","2",13968993,13969161,169,"*",c("SRR5874657__14576", "SRR5874658__16393")
"13049","2",13970361,13970470,110,"*",c("SRR5874658__16394", "SRR5874657__14578")
"13050","2",13971017,13971192,176,"*",c("SRR5874657__14579", "SRR5874658__16395")
"13051","2",13971429,13972289,861,"*",c("SRR5874657__14580", "SRR5874658__16396")
"13052","2",13977600,13978103,504,"*",c("SRR5874657__14581", "SRR5874658__16398")
"13053","2",13986608,13986988,381,"*",c("SRR5874657__14583", "SRR5874658__16401", "SRR5874658__16402")
"13054","2",13987684,13987878,195,"*",c("SRR5874658__16403", "SRR5874657__14585")
"13055","2",13988852,13989475,624,"*",c("SRR5874658__16404", "SRR5874657__14586")
"13056","2",13989819,13990053,235,"*",c("SRR5874658__16405", "SRR5874657__14587")
"13057","2",13991057,13991261,205,"*",c("SRR5874657__14588", "SRR5874658__16406")
"13058","2",13995643,13996020,378,"*",c("SRR5874657__14589", "SRR5874658__16407")
"13059","2",13996126,13996792,667,"*",c("SRR5874657__14590", "SRR5874658__16408")
"13060","2",13997098,13997255,158,"*",c("SRR5874657__14591", "SRR5874658__16409")
"13061","2",13999626,14000083,458,"*",c("SRR5874657__14592", "SRR5874658__16410", "SRR5874658__16411")
"13062","2",14001097,14001346,250,"*",c("SRR5874658__16412", "SRR5874657__14593")
"13063","2",14002123,14002496,374,"*",c("SRR5874658__16413", "SRR5874657__14594")
"13064","2",14003932,14004191,260,"*",c("SRR5874658__16414", "SRR5874657__14595")
"13065","2",14004441,14004678,238,"*",c("SRR5874657__14596", "SRR5874658__16415")
"13066","2",14004722,14005064,343,"*",c("SRR5874658__16416", "SRR5874657__14597")
"13067","2",14006031,14006197,167,"*",c("SRR5874658__16417", "SRR5874657__14598")
"13068","2",14009987,14010097,111,"*",c("SRR5874657__14599", "SRR5874658__16418")
"13069","2",14010693,14010841,149,"*",c("SRR5874657__14600", "SRR5874658__16419")
"13070","2",14016616,14016843,228,"*",c("SRR5874657__14601", "SRR5874658__16420")
"13071","2",14021103,14022085,983,"*",c("SRR5874658__16421", "SRR5874657__14602")
"13072","2",14024998,14025233,236,"*",c("SRR5874658__16422", "SRR5874657__14603")
"13073","2",14028992,14029502,511,"*",c("SRR5874657__14604", "SRR5874658__16424")
"13074","2",14036066,14036280,215,"*",c("SRR5874658__16425", "SRR5874657__14605")
"13075","2",14043172,14043574,403,"*",c("SRR5874657__14607", "SRR5874658__16426")
"13076","2",14045344,14045736,393,"*",c("SRR5874657__14608", "SRR5874658__16427")
"13077","2",14047119,14047970,852,"*",c("SRR5874658__16428", "SRR5874657__14609", "SRR5874658__16429", "SRR5874657__14610")
"13078","2",14050987,14051730,744,"*",c("SRR5874657__14611", "SRR5874658__16430")
"13079","2",14060514,14060897,384,"*",c("SRR5874657__14613", "SRR5874658__16433")
"13080","2",14061751,14061984,234,"*",c("SRR5874658__16434", "SRR5874657__14614")
"13081","2",14064038,14064255,218,"*",c("SRR5874658__16435", "SRR5874657__14615")
"13082","2",14065059,14065296,238,"*",c("SRR5874658__16436", "SRR5874657__14616")
"13083","2",14065694,14066609,916,"*",c("SRR5874658__16437", "SRR5874657__14618")
"13084","2",14066687,14066953,267,"*",c("SRR5874658__16438", "SRR5874657__14619")
"13085","2",14069323,14069572,250,"*",c("SRR5874658__16439", "SRR5874657__14620")
"13086","2",14073739,14073849,111,"*",c("SRR5874657__14621", "SRR5874658__16440")
"13087","2",14074298,14074846,549,"*",c("SRR5874657__14622", "SRR5874658__16442")
"13088","2",14078662,14079093,432,"*",c("SRR5874657__14623", "SRR5874658__16444")
"13089","2",14097193,14097547,355,"*",c("SRR5874657__14624", "SRR5874658__16447")
"13090","2",14098604,14098841,238,"*",c("SRR5874658__16448", "SRR5874657__14626")
"13091","2",14105217,14105707,491,"*",c("SRR5874658__16450", "SRR5874657__14627")
"13092","2",14105781,14105922,142,"*",c("SRR5874657__14628", "SRR5874658__16451")
"13093","2",14109900,14110157,258,"*",c("SRR5874657__14629", "SRR5874658__16452")
"13094","2",14112846,14113003,158,"*",c("SRR5874657__14630", "SRR5874658__16453")
"13095","2",14115896,14116258,363,"*",c("SRR5874658__16454", "SRR5874657__14631")
"13096","2",14118928,14119203,276,"*",c("SRR5874658__16455", "SRR5874657__14633")
"13097","2",14119517,14119768,252,"*",c("SRR5874658__16456", "SRR5874657__14634")
"13098","2",14121895,14122174,280,"*",c("SRR5874657__14635", "SRR5874658__16457")
"13099","2",14124278,14124553,276,"*",c("SRR5874657__14636", "SRR5874658__16459", "SRR5874657__14637")
"13100","2",14125266,14125531,266,"*",c("SRR5874657__14638", "SRR5874658__16460")
"13101","2",14130985,14131274,290,"*",c("SRR5874657__14639", "SRR5874658__16462")
"13102","2",14132928,14133079,152,"*",c("SRR5874657__14640", "SRR5874658__16463")
"13103","2",14133469,14133779,311,"*",c("SRR5874657__14641", "SRR5874658__16464")
"13104","2",14136162,14136278,117,"*",c("SRR5874658__16465", "SRR5874657__14642")
"13105","2",14137229,14137578,350,"*",c("SRR5874657__14643", "SRR5874658__16466")
"13106","2",14138615,14138953,339,"*",c("SRR5874658__16467", "SRR5874657__14644")
"13107","2",14139613,14139999,387,"*",c("SRR5874657__14645", "SRR5874658__16468")
"13108","2",14144639,14144828,190,"*",c("SRR5874658__16470", "SRR5874657__14646")
"13109","2",14146461,14146798,338,"*",c("SRR5874658__16471", "SRR5874657__14647")
"13110","2",14146889,14147167,279,"*",c("SRR5874657__14648", "SRR5874658__16472")
"13111","2",14150364,14150489,126,"*",c("SRR5874657__14650", "SRR5874658__16473")
"13112","2",14150986,14151171,186,"*",c("SRR5874658__16474", "SRR5874657__14651")
"13113","2",14154432,14154843,412,"*",c("SRR5874658__16475", "SRR5874657__14652")
"13114","2",14155808,14155995,188,"*",c("SRR5874658__16476", "SRR5874657__14653")
"13115","2",14156983,14157267,285,"*",c("SRR5874658__16477", "SRR5874657__14654", "SRR5874658__16478")
"13116","2",14162501,14162915,415,"*",c("SRR5874657__14655", "SRR5874658__16479")
"13117","2",14164737,14164902,166,"*",c("SRR5874657__14656", "SRR5874658__16480")
"13118","2",14165120,14165295,176,"*",c("SRR5874657__14657", "SRR5874658__16481")
"13119","2",14173068,14173742,675,"*",c("SRR5874657__14658", "SRR5874658__16482")
"13120","2",14178485,14178720,236,"*",c("SRR5874657__14659", "SRR5874658__16483")
"13121","2",14179062,14179485,424,"*",c("SRR5874658__16484", "SRR5874657__14660")
"13122","2",14179562,14179877,316,"*",c("SRR5874658__16485", "SRR5874657__14661")
"13123","2",14180192,14180809,618,"*",c("SRR5874657__14662", "SRR5874658__16486")
"13124","2",14181056,14181247,192,"*",c("SRR5874657__14663", "SRR5874658__16487")
"13125","2",14190142,14190503,362,"*",c("SRR5874657__14664", "SRR5874658__16489")
"13126","2",14191530,14191974,445,"*",c("SRR5874658__16490", "SRR5874657__14665")
"13127","2",14193784,14194196,413,"*",c("SRR5874657__14666", "SRR5874658__16491")
"13128","2",14195611,14195851,241,"*",c("SRR5874657__14667", "SRR5874658__16492")
"13129","2",14200974,14201302,329,"*",c("SRR5874658__16494", "SRR5874657__14668")
"13130","2",14202827,14203067,241,"*",c("SRR5874658__16496", "SRR5874657__14669")
"13131","2",14203604,14204217,614,"*",c("SRR5874657__14670", "SRR5874658__16497")
"13132","2",14209111,14209600,490,"*",c("SRR5874657__14671", "SRR5874658__16498")
"13133","2",14211283,14211865,583,"*",c("SRR5874658__16499", "SRR5874657__14672")
"13134","2",14211987,14212181,195,"*",c("SRR5874657__14673", "SRR5874658__16500")
"13135","2",14215950,14216158,209,"*",c("SRR5874657__14674", "SRR5874658__16501")
"13136","2",14216950,14217511,562,"*",c("SRR5874658__16504", "SRR5874657__14675")
"13137","2",14221705,14222281,577,"*",c("SRR5874658__16505", "SRR5874657__14676")
"13138","2",14224014,14224576,563,"*",c("SRR5874658__16506", "SRR5874657__14677")
"13139","2",14228655,14229078,424,"*",c("SRR5874657__14678", "SRR5874658__16507")
"13140","2",14231192,14231381,190,"*",c("SRR5874657__14679", "SRR5874658__16508")
"13141","2",14233924,14234064,141,"*",c("SRR5874657__14680", "SRR5874658__16509")
"13142","2",14238599,14238973,375,"*",c("SRR5874658__16513", "SRR5874657__14681")
"13143","2",14239160,14239294,135,"*",c("SRR5874657__14682", "SRR5874658__16514")
"13144","2",14242902,14243197,296,"*",c("SRR5874657__14683", "SRR5874658__16515")
"13145","2",14247997,14248173,177,"*",c("SRR5874658__16517", "SRR5874657__14684")
"13146","2",14252702,14253479,778,"*",c("SRR5874658__16518", "SRR5874657__14685", "SRR5874658__16519")
"13147","2",14255417,14255611,195,"*",c("SRR5874657__14686", "SRR5874658__16520")
"13148","2",14255713,14255928,216,"*",c("SRR5874658__16521", "SRR5874657__14687")
"13149","2",14260640,14260940,301,"*",c("SRR5874657__14688", "SRR5874658__16523")
"13150","2",14261538,14262225,688,"*",c("SRR5874657__14689", "SRR5874658__16524")
"13151","2",14262551,14262666,116,"*",c("SRR5874658__16525", "SRR5874657__14690")
"13152","2",14262817,14263455,639,"*",c("SRR5874657__14691", "SRR5874658__16527", "SRR5874658__16528")
"13153","2",14267484,14267618,135,"*",c("SRR5874658__16529", "SRR5874657__14692")
"13154","2",14267780,14268271,492,"*",c("SRR5874657__14693", "SRR5874658__16530")
"13155","2",14269387,14269654,268,"*",c("SRR5874657__14694", "SRR5874658__16532")
"13156","2",14275575,14275762,188,"*",c("SRR5874658__16533", "SRR5874657__14695")
"13157","2",14282892,14283118,227,"*",c("SRR5874658__16534", "SRR5874657__14696")
"13158","2",14283804,14284445,642,"*",c("SRR5874658__16535", "SRR5874657__14697")
"13159","2",14291991,14292113,123,"*",c("SRR5874657__14698", "SRR5874658__16536")
"13160","2",14296390,14297093,704,"*",c("SRR5874657__14699", "SRR5874658__16537")
"13161","2",14300575,14300761,187,"*",c("SRR5874658__16538", "SRR5874657__14700")
"13162","2",14302263,14303039,777,"*",c("SRR5874657__14701", "SRR5874658__16539")
"13163","2",14303192,14303508,317,"*",c("SRR5874658__16540", "SRR5874657__14702")
"13164","2",14303762,14304061,300,"*",c("SRR5874658__16541", "SRR5874657__14703")
"13165","2",14304141,14304538,398,"*",c("SRR5874658__16542", "SRR5874657__14704", "SRR5874658__16543")
"13166","2",14304974,14305272,299,"*",c("SRR5874658__16544", "SRR5874657__14705")
"13167","2",14309506,14309886,381,"*",c("SRR5874657__14706", "SRR5874658__16545")
"13168","2",14310170,14310540,371,"*",c("SRR5874657__14707", "SRR5874658__16547")
"13169","2",14310634,14311041,408,"*",c("SRR5874658__16548", "SRR5874657__14708")
"13170","2",14314518,14314990,473,"*",c("SRR5874657__14709", "SRR5874658__16549")
"13171","2",14320555,14320731,177,"*",c("SRR5874657__14710", "SRR5874658__16551")
"13172","2",14324362,14324702,341,"*",c("SRR5874657__14711", "SRR5874658__16552")
"13173","2",14324749,14324906,158,"*",c("SRR5874657__14712", "SRR5874658__16553")
"13174","2",14325019,14325436,418,"*",c("SRR5874657__14713", "SRR5874658__16554")
"13175","2",14325470,14325607,138,"*",c("SRR5874657__14714", "SRR5874658__16555")
"13176","2",14328833,14329050,218,"*",c("SRR5874658__16557", "SRR5874657__14715")
"13177","2",14330096,14330225,130,"*",c("SRR5874658__16558", "SRR5874657__14716")
"13178","2",14330973,14331630,658,"*",c("SRR5874657__14717", "SRR5874658__16559", "SRR5874658__16560", "SRR5874657__14718")
"13179","2",14332167,14332440,274,"*",c("SRR5874657__14719", "SRR5874658__16561")
"13180","2",14336616,14337518,903,"*",c("SRR5874658__16562", "SRR5874657__14720", "SRR5874657__14721")
"13181","2",14337599,14337764,166,"*",c("SRR5874657__14722", "SRR5874658__16563")
"13182","2",14350335,14350467,133,"*",c("SRR5874657__14724", "SRR5874658__16564")
"13183","2",14359712,14360147,436,"*",c("SRR5874657__14725", "SRR5874658__16565")
"13184","2",14362213,14362426,214,"*",c("SRR5874657__14726", "SRR5874658__16567")
"13185","2",14363288,14363718,431,"*",c("SRR5874658__16569", "SRR5874657__14727")
"13186","2",14364748,14364934,187,"*",c("SRR5874657__14728", "SRR5874658__16570")
"13187","2",14367459,14367757,299,"*",c("SRR5874657__14729", "SRR5874658__16571")
"13188","2",14367813,14368387,575,"*",c("SRR5874658__16572", "SRR5874657__14730")
"13189","2",14369733,14369909,177,"*",c("SRR5874658__16574", "SRR5874657__14731")
"13190","2",14374744,14374984,241,"*",c("SRR5874657__14732", "SRR5874658__16575")
"13191","2",14382417,14382565,149,"*",c("SRR5874657__14733", "SRR5874658__16576")
"13192","2",14384248,14384628,381,"*",c("SRR5874657__14734", "SRR5874658__16577", "SRR5874658__16578")
